epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
24,0.9491628408432007,0.9881762862205505,0.12567560374736786,0.9459599852561951,0.9859044551849365,0.1387985199689865
25,0.9498291611671448,0.9884974360466003,0.12421867251396179,0.9456396698951721,0.9854720830917358,0.13957567512989044
26,0.9503151178359985,0.988639235496521,0.12315409630537033,0.9458385109901428,0.9862046837806702,0.1369510293006897
27,0.9501789212226868,0.9888360500335693,0.12255237996578217,0.9457942843437195,0.9849292635917664,0.14293502271175385
28,0.9506170153617859,0.9888876676559448,0.12201836705207825,0.9451537132263184,0.9849175214767456,0.14231392741203308
29,0.9508636593818665,0.9890100359916687,0.12138383835554123,0.9430553317070007,0.9849970936775208,0.14412252604961395
30,0.9510661363601685,0.9892202019691467,0.12048563361167908,0.9461145997047424,0.9852243065834045,0.14129972457885742
31,0.9512428641319275,0.9893497228622437,0.11968018114566803,0.9402390122413635,0.9824386835098267,0.15332530438899994
32,0.951982855796814,0.9894764423370361,0.11895047873258591,0.9455292224884033,0.9849244356155396,0.14144276082515717
33,0.9521374702453613,0.9896268844604492,0.11820811778306961,0.9446788430213928,0.9841693043708801,0.14444570243358612
34,0.9521926641464233,0.9897245764732361,0.117521733045578,0.9346063733100891,0.9819624423980713,0.157154381275177
35,0.9525166153907776,0.9897454380989075,0.11740105599164963,0.9447119832038879,0.983787477016449,0.14810040593147278
36,0.9527853727340698,0.9899812936782837,0.11627817898988724,0.9450653791427612,0.9856812357902527,0.13947683572769165
37,0.953282356262207,0.9901322722434998,0.11544404923915863,0.9456949234008789,0.9850243926048279,0.1415453553199768
38,0.9534406661987305,0.9902002811431885,0.11509230732917786,0.9425914287567139,0.9833662509918213,0.150514155626297
39,0.9533228874206543,0.9903290271759033,0.11461932212114334,0.9429669380187988,0.9830983877182007,0.1516031175851822
40,0.9538530111312866,0.9904653429985046,0.11345226317644119,0.9423705339431763,0.9819714426994324,0.15469036996364594
41,0.9540150165557861,0.9904873967170715,0.11346681416034698,0.9445462822914124,0.9841784834861755,0.14723525941371918
42,0.9540812373161316,0.99052894115448,0.11291065067052841,0.9393002390861511,0.9828855991363525,0.1567579060792923
43,0.9547770619392395,0.9908526539802551,0.1113065630197525,0.9422711730003357,0.9837356805801392,0.1484275907278061
44,0.9549721479415894,0.9909067749977112,0.11117231845855713,0.9439719915390015,0.9847869277000427,0.14343193173408508
45,0.954964816570282,0.9910135865211487,0.11065012216567993,0.944159746170044,0.9840975403785706,0.14606626331806183
46,0.9548653960227966,0.9909482002258301,0.11074663698673248,0.9448003172874451,0.9849129319190979,0.1434362828731537
47,0.9555538296699524,0.9911515712738037,0.10963676124811172,0.9452862739562988,0.9844713807106018,0.14436863362789154
48,0.9554728269577026,0.991261899471283,0.10920443385839462,0.9413323998451233,0.9830297231674194,0.1512511968612671
49,0.9556238055229187,0.9912842512130737,0.10893504321575165,0.943231999874115,0.982296884059906,0.15299338102340698
50,0.9559735059738159,0.9912785887718201,0.1087518259882927,0.9442701935768127,0.9830402731895447,0.1504264771938324
51,0.9559661746025085,0.9913854598999023,0.1084662452340126,0.9438725709915161,0.9844101667404175,0.14592157304286957
52,0.9561723470687866,0.9914625883102417,0.10772988200187683,0.9416306018829346,0.9838359355926514,0.1504385620355606
53,0.9563195705413818,0.9917216300964355,0.10654360800981522,0.9437732100486755,0.9830886125564575,0.15086224675178528
54,0.9567466378211975,0.9917112588882446,0.10622178018093109,0.9401285648345947,0.98260897397995,0.15515998005867004
55,0.9570153951644897,0.9917843341827393,0.1057477593421936,0.942801296710968,0.982723593711853,0.15406283736228943
56,0.9565220475196838,0.9918563961982727,0.10551141947507858,0.9428123235702515,0.9819403886795044,0.15549448132514954
57,0.9568092226982117,0.991995632648468,0.10501211136579514,0.9425362348556519,0.9821832180023193,0.15484900772571564
58,0.9571184515953064,0.992038905620575,0.10443143546581268,0.9446898698806763,0.9840481281280518,0.14593596756458282
59,0.9572951793670654,0.9921771883964539,0.10375714302062988,0.9443585276603699,0.9834003448486328,0.15188786387443542
60,0.9575639367103577,0.9922216534614563,0.10332919657230377,0.9427350163459778,0.9828984141349792,0.15310396254062653
61,0.9578804969787598,0.9922441244125366,0.10298455506563187,0.9441155791282654,0.9836541414260864,0.15040802955627441
62,0.957770049571991,0.9923151135444641,0.10274218767881393,0.9433203935623169,0.9830194115638733,0.15558546781539917
63,0.9580203890800476,0.9923751950263977,0.1023724377155304,0.9445242285728455,0.9835166335105896,0.14896973967552185
64,0.958175003528595,0.9923780560493469,0.10221335291862488,0.9432430863380432,0.9831638336181641,0.15193769335746765
65,0.9582045078277588,0.9924355745315552,0.10199012607336044,0.9427902698516846,0.98209547996521,0.15617868304252625
66,0.958524763584137,0.9926009774208069,0.10102791339159012,0.9437179565429688,0.9838770627975464,0.1498584747314453
67,0.9588339924812317,0.992648720741272,0.1005546823143959,0.9411777853965759,0.9812558889389038,0.1593942642211914
68,0.9591947793960571,0.9927102327346802,0.10022510588169098,0.9452973008155823,0.9838171005249023,0.14963936805725098
69,0.9588082432746887,0.9927863478660583,0.09988946467638016,0.9418846368789673,0.982706606388092,0.15544159710407257
70,0.9588487148284912,0.9926864504814148,0.10013514757156372,0.9404046535491943,0.9794561862945557,0.1676860898733139
71,0.9594966769218445,0.992832601070404,0.09917432069778442,0.9441928863525391,0.9829511642456055,0.15483242273330688
72,0.9597175717353821,0.9929208755493164,0.09875311702489853,0.9407691359519958,0.9831437468528748,0.1555584818124771
73,0.9595813751220703,0.9929755330085754,0.09845583885908127,0.9428454637527466,0.9814276099205017,0.1584133505821228
74,0.9596218466758728,0.9930155277252197,0.0982641950249672,0.9405151009559631,0.982471227645874,0.1552199423313141
75,0.9597727656364441,0.9930991530418396,0.09776864945888519,0.9430773854255676,0.9835248589515686,0.15319189429283142
76,0.959566593170166,0.9930855631828308,0.09765668958425522,0.9403052926063538,0.9812574982643127,0.16319918632507324
77,0.9599899649620056,0.9931747913360596,0.09730646759271622,0.941641628742218,0.9831897616386414,0.15482214093208313
78,0.960321307182312,0.9932672381401062,0.0966150090098381,0.9424920678138733,0.9825028777122498,0.15866361558437347
79,0.960148274898529,0.9932554364204407,0.09666122496128082,0.9432872533798218,0.9826687574386597,0.1561455875635147
80,0.9605495929718018,0.9933247566223145,0.0961264818906784,0.9425362348556519,0.9837849140167236,0.1577627956867218
81,0.9602624177932739,0.9933160543441772,0.09649473428726196,0.9406918287277222,0.9817659258842468,0.16081920266151428
82,0.9604648947715759,0.9933660626411438,0.09606987237930298,0.9386486411094666,0.9810208678245544,0.16770905256271362
83,0.9608514308929443,0.993355393409729,0.09583273530006409,0.9423595070838928,0.9820597171783447,0.15752501785755157
84,0.9611533284187317,0.9935146570205688,0.09489015489816666,0.9419398307800293,0.9820860624313354,0.15985706448554993
85,0.9611386060714722,0.9935116767883301,0.0948256179690361,0.9403715133666992,0.9813075065612793,0.16511036455631256
86,0.9611275792121887,0.9935874938964844,0.09462805092334747,0.9422048926353455,0.9824575781822205,0.1590231955051422
87,0.9613595008850098,0.993622362613678,0.09411937743425369,0.9419066905975342,0.9817640781402588,0.15961477160453796
88,0.9615030884742737,0.993718147277832,0.09348158538341522,0.9430663585662842,0.9827271699905396,0.15864801406860352
89,0.9617387056350708,0.9937401413917542,0.09344444423913956,0.9411666989326477,0.9802631139755249,0.16606493294239044
90,0.96142578125,0.9937183260917664,0.09366153925657272,0.9430221915245056,0.9825930595397949,0.1604396402835846
91,0.9617865085601807,0.9937805533409119,0.09292992949485779,0.9413213729858398,0.9827854037284851,0.15831859409809113
92,0.9616908431053162,0.9938338398933411,0.09270723909139633,0.942569375038147,0.9821158647537231,0.16294236481189728
93,0.961506724357605,0.9938417673110962,0.09261293709278107,0.9391124844551086,0.9807760715484619,0.1656525731086731
94,0.9624749422073364,0.9939790964126587,0.09163244813680649,0.9428123235702515,0.9823278188705444,0.15880423784255981
95,0.9619669318199158,0.9938790798187256,0.09240084141492844,0.9421386122703552,0.9819151759147644,0.16025327146053314
96,0.9623203277587891,0.9939658045768738,0.09190075099468231,0.9427129626274109,0.9830569624900818,0.15725089609622955
97,0.9620221257209778,0.993929922580719,0.09203649312257767,0.9419177174568176,0.9821140170097351,0.16257400810718536
98,0.9619926810264587,0.9939445853233337,0.09207257628440857,0.9383724927902222,0.9801698327064514,0.16939179599285126
99,0.9621841311454773,0.9939752221107483,0.09166807681322098,0.9393775463104248,0.9803737998008728,0.17012850940227509
